Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
10000,2.5748284,12.639477977161501,-0.8128287,-0.9533130557810674,-0.9533130557810674,0.062801905,3.4000611,0.00029992047,0.19997348,0.0049986765,1.0
20000,2.4200137,117.89473684210526,-0.57099503,-0.963790857032026,-0.963790857032026,0.006924959,1.0245707,0.0002995483,0.19984943,0.0049924864,1.0
30000,2.3923166,None,-0.32150668,None,None,0.0006611341,0.8172111,0.00029924748,0.19974916,0.004987483,1.0
40000,2.3776724,740.9354838709677,-0.2729635,-0.3737517122454251,-0.3737517122454251,0.005594773,0.911276,0.00029895327,0.19965108,0.0049825897,1.0
50000,2.3810756,799.2,-0.16167474,-0.4207999931116189,-0.4207999931116189,0.004652151,0.86113447,0.00029864663,0.19954889,0.0049774884,1.0
60000,2.3940637,999.0,-0.106167205,-0.11860000202432275,-0.11860000202432275,9.339357e-05,0.7466281,0.000298342,0.19944733,0.0049724216,1.0
70000,2.4097652,817.3333333333334,-0.11618689,-0.31723332730265,-0.31723332730265,0.0062423,0.58904165,0.0002980481,0.19934937,0.004967533,1.0
80000,2.3827472,999.0,-0.07956513,-0.26580001041293144,-0.26580001041293144,0.00017308311,0.69845676,0.00029775023,0.19925006,0.004962578,1.0
90000,2.3022127,944.8666666666667,-0.06622929,-0.15901667102540765,-0.15901667102540765,0.0002054908,0.60510314,0.0002974457,0.19914857,0.004957513,1.0
100000,2.1829636,927.6428571428571,-0.098203145,-0.323258824470138,-0.323258824470138,0.0040762536,0.73392534,0.0002971528,0.1990509,0.0049526403,1.0
110000,2.1050372,None,-0.06349027,None,None,4.6213183e-05,0.7474371,0.0002968504,0.19895014,0.0049476116,1.0
120000,1.8596886,951.4761904761905,-0.056598697,-0.30324762572889175,-0.30324762572889175,0.003395154,0.6516812,0.0002965493,0.19884977,0.0049426025,1.0
130000,1.6177837,999.0,-0.06825091,-0.3050857251177409,-0.3050857251177409,0.00029333174,0.58231676,0.00029625557,0.19875187,0.0049377177,1.0
140000,1.5394815,999.0,-0.076267526,-0.15600000446041426,-0.15600000446041426,4.7657515e-05,0.84147763,0.00029595022,0.19865006,0.004932638,1.0
150000,1.4656605,999.0,-0.08479994,-0.21318095925519065,-0.21318095925519065,5.8115966e-05,0.89150846,0.0002956526,0.19855088,0.0049276887,1.0
160000,1.3072002,999.0,-0.08134973,-0.32506667807077366,-0.32506667807077366,3.7580165e-05,0.9906214,0.00029535452,0.1984515,0.00492273,1.0
170000,1.194454,999.0,-0.07737753,-0.1906444485971911,-0.1906444485971911,2.1999096e-05,0.95818377,0.00029504922,0.19834973,0.0049176514,1.0
180000,1.1852615,999.0,-0.09756671,-0.24885883165852113,-0.24885883165852113,7.256276e-05,0.89266646,0.0002947545,0.19825149,0.00491275,1.0
190000,1.0857165,None,-0.082290225,-0.25780000537633896,-0.25780000537633896,4.8900478e-05,0.9879002,0.00029445288,0.19815096,0.004907733,1.0
200000,0.93007857,999.0,-0.071239784,-0.3506750132946763,-0.3506750132946763,7.658049e-05,0.95325804,0.00029414956,0.19804986,0.004902687,1.0
210000,0.9187652,728.7272727272727,-0.10144028,-0.4888571439909616,-0.4888571439909616,0.007888861,0.90950716,0.00029385765,0.19795254,0.0048978315,1.0
220000,0.7336068,999.0,-0.10536653,-0.4490000212099403,-0.4490000212099403,7.8962235e-05,0.87195873,0.00029355576,0.19785193,0.0048928107,1.0
230000,0.5527767,955.5652173913044,-0.10342181,-0.4344521884340793,-0.4344521884340793,0.0023495047,0.73251337,0.00029325736,0.19775243,0.004887847,1.0
240000,0.5637286,999.0,-0.09826769,-0.2972000119043514,-0.2972000119043514,0.00012710778,0.45990217,0.00029296172,0.19765389,0.00488293,1.0
250000,0.60949254,999.0,-0.10392002,-0.591900025960058,-0.591900025960058,6.0020204e-05,0.8586302,0.000292656,0.197552,0.0048778458,1.0
260000,0.6810687,999.0,-0.09634779,-0.6442111386503611,-0.6442111386503611,4.8876653e-05,0.69993526,0.00029236067,0.19745354,0.0048729316,1.0
270000,0.6165224,999.0,-0.10479373,-0.5910000260919333,-0.5910000260919333,5.5482225e-05,0.7973112,0.0002920602,0.1973534,0.004867934,1.0
280000,0.5658079,936.5625,-0.0964073,-0.5085333501066391,-0.5085333501066391,0.0032270402,0.9805517,0.0002917566,0.19725218,0.004862884,1.0
290000,0.6444263,999.0,-0.07243554,-0.41667694082626927,-0.41667694082626927,0.00011784676,0.7531357,0.00029146386,0.19715463,0.0048580156,1.0
300000,0.6744662,None,-0.033772774,None,None,3.4772267e-05,0.8193605,0.00029116028,0.19705343,0.004852966,1.0
310000,0.630622,955.6086956521739,-0.038434546,-0.39626364762344485,-0.39626364762344485,0.003761513,0.5288201,0.00029086095,0.19695364,0.0048479857,1.0
320000,0.6348341,999.0,-0.037812866,-0.36203334542612237,-0.36203334542612237,9.478779e-05,0.8250556,0.00029056577,0.19685528,0.0048430776,1.0
330000,0.59753275,999.0,-0.01845081,-0.34253334752672043,-0.34253334752672043,2.4001682e-05,0.6382751,0.00029026036,0.19675346,0.004837997,1.0
340000,0.66195893,999.0,-0.022242526,-0.3533809672974582,-0.3533809672974582,5.928854e-05,0.51068413,0.00028996324,0.19665441,0.004833054,1.0
350000,0.73700583,999.0,-0.01748254,-0.36926668230444193,-0.36926668230444193,0.00017512614,0.8472072,0.00028966455,0.19655487,0.004828087,1.0
360000,0.9922629,999.0,0.009088667,-0.4151000177487731,-0.4151000177487731,3.1296055e-05,0.36978608,0.00028935942,0.19645312,0.0048230113,1.0
370000,1.0713978,999.0,-0.01740357,-0.4665176652591018,-0.4665176652591018,5.671575e-05,0.6492446,0.0002890652,0.19635507,0.0048181172,1.0
380000,1.2980407,None,0.02181954,None,None,2.1816264e-05,0.42663872,0.00028876285,0.19625428,0.0048130886,1.0
390000,1.4436454,999.0,0.02067608,-0.2769700095755979,-0.2769700095755979,3.8595204e-05,0.46600452,0.00028846035,0.19615343,0.004808057,1.0
400000,1.5826795,999.0,0.017781237,-0.2966000108447458,-0.2966000108447458,8.2157494e-05,0.440112,0.0002881659,0.1960553,0.0048031593,1.0
410000,1.7762749,999.0,0.029946953,-0.14593333782007298,-0.14593333782007298,5.0489853e-06,0.3130445,0.00028784905,0.19594969,0.004797889,1.0
420000,1.9608654,999.0,0.010084581,-0.16800000332295895,-0.16800000332295895,0.00013733392,0.44423985,0.00028752605,0.19584203,0.0047925166,1.0
430000,2.0943477,999.0,0.020369211,-0.21540000444899002,-0.21540000444899002,0.0003395482,0.41362417,0.0002872592,0.19575305,0.0047880765,1.0
440000,2.1787114,903.2,0.008531972,-0.21603999761864542,-0.21603999761864542,0.0007790873,0.21846531,0.00028694162,0.1956472,0.0047827954,1.0
450000,2.0936027,999.0,-0.074638486,-0.19007059251067832,-0.19007059251067832,0.00047021348,0.6602069,0.00028665242,0.1955508,0.004777984,1.0
460000,1.8808261,None,-0.019837098,-0.3178000105544925,-0.3178000105544925,9.5690535e-05,0.47397882,0.00028635416,0.19545138,0.004773024,1.0
470000,1.5622227,999.0,-0.028611783,-0.23410000719013624,-0.23410000719013624,3.7824277e-05,0.73672247,0.0002860622,0.19535406,0.004768167,1.0
480000,1.4128008,999.0,-0.06207422,-0.32600001080638985,-0.32600001080638985,7.425557e-05,0.77371824,0.0002857684,0.19525613,0.004763281,1.0
490000,1.3216769,999.0,-0.007414708,-0.2962000109255314,-0.2962000109255314,4.067695e-05,0.5642513,0.000285464,0.19515467,0.004758218,1.0
500000,1.324426,999.0,-0.0035387555,-0.3391091036524317,-0.3391091036524317,7.978469e-05,0.5968752,0.00028514586,0.1950486,0.004752925,1.0
510000,1.3176142,999.0,-0.01377342,-0.36450001201592386,-0.36450001201592386,4.8584803e-05,0.7442378,0.00028484914,0.19494972,0.00474799,1.0
520000,1.1630002,974.1111111111111,0.005319607,-0.4046285850012542,-0.4046285850012542,3.5889905e-05,0.518661,0.00028456224,0.19485405,0.004743218,1.0
530000,0.98267883,999.0,-0.06267266,-0.32680001183796453,-0.32680001183796453,0.00029959253,0.77823937,0.00028424957,0.19474986,0.004738018,1.0
540000,0.9662739,999.0,-0.031965226,-0.4118000138550997,-0.4118000138550997,9.1298665e-05,0.7996213,0.00028394855,0.1946495,0.00473301,1.0
550000,0.9159664,999.0,-0.010694419,-0.43632001800773046,-0.43632001800773046,5.572399e-05,0.8047071,0.0002836631,0.19455436,0.004728262,1.0
560000,1.1000102,999.0,-0.022791779,-0.483800019021146,-0.483800019021146,6.475819e-05,0.8326223,0.0002833506,0.19445018,0.0047230637,1.0
570000,1.2077504,None,0.00069594267,None,None,2.0414107e-05,0.49227715,0.00028304648,0.19434883,0.004718006,1.0
580000,1.4411103,999.0,0.000663858,-0.3067523916473701,-0.3067523916473701,3.4371446e-05,0.5671091,0.00028274645,0.19424884,0.0047130156,1.0
590000,1.5500325,999.0,-0.0065322933,-0.2899000090546906,-0.2899000090546906,4.644926e-05,0.6488837,0.00028245035,0.19415013,0.0047080917,1.0
600000,1.670935,799.2,0.00823881,-0.34694999223574996,-0.34694999223574996,0.003815735,0.54630065,0.00028216394,0.19405465,0.004703326,1.0
610000,1.703073,913.304347826087,-0.029222762,-0.2500260861226074,-0.2500260861226074,0.0035346139,0.4865009,0.00028185258,0.19395085,0.004698148,1.0
620000,1.5646098,999.0,0.0007341406,-0.21586667253480604,-0.21586667253480604,1.2728463e-05,0.34554175,0.00028153468,0.19384488,0.0046928595,1.0
630000,1.5707777,939.8125,0.0042254487,-0.18866666476242244,-0.18866666476242244,0.00090794393,0.40140507,0.0002812303,0.19374344,0.004687797,1.0
640000,1.5502285,999.0,-0.06841822,-0.1302750020986423,-0.1302750020986423,9.638364e-05,0.75861156,0.00028093686,0.19364561,0.004682917,1.0
